x	y	Class
2.313924133	10.50333955	10
0.857984956	11.242962	10
6.919657477	10.89340484	11
6.53618441	12.13666639	11
6.62853186	11.64458717	11
6.319563073	12.23266023	11
7.099599902	12.93618499	11
7.190802893	12.81552984	11
7.904604566	11.59755879	11
7.74017449	11.48012584	11
6.377698643	11.43981874	11
7.584959867	11.89178279	11
6.673844309	11.66019316	11
7.314809426	12.26714272	11
7.114540475	11.6803417	11
6.401431045	10.72289084	11
6.282989595	12.23331592	11
6.518515394	13.00841485	11
6.572953644	11.60317484	11
5.466452205	12.82389446	11
5.850080552	12.37718665	11
6.253448856	10.78841675	11
6.729129769	12.20070912	11
6.08581647	10.87949167	11
5.952150652	12.00528905	11
7.417709475	11.52655105	11
7.133691625	11.50517403	11
6.514969382	10.46847971	11
7.402838019	11.80848485	11
7.543850179	11.68551746	11
6.544649944	11.28563757	11
7.931294835	12.85123797	11
7.062759497	10.89403638	11
6.966229014	12.41655592	11
7.155931075	12.95002061	11
6.625791436	11.68441889	11
5.209736945	12.79496867	11
8.358448315	12.68548143	11
7.085079129	12.5405816	11
7.026580373	11.33726026	11
6.606101068	11.18151786	11
7.064835822	11.23940307	11
3.46213233	11.92339333	12
4.335793107	11.11389495	12
4.364059035	11.18519856	12
4.518347561	12.89712659	12
5.916307054	11.51605765	12
4.939869582	12.64057904	12
4.459086653	12.104119	12
4.294582369	12.04808912	12
5.032138218	10.87142089	12
2.535339027	12.81783736	12
3.214029703	12.58315551	12
5.025942053	11.59922546	12
3.834535738	11.55555864	12
3.535805924	11.87509031	12
5.273299728	11.5046401	12
4.218275805	12.04666932	12
4.082324582	11.38995275	12
4.312103608	13.1623931	12
4.986671501	11.62036405	12
3.640195905	11.09342899	12
3.460065004	11.18379156	12
4.846740277	12.26667684	12
4.696868847	12.1269091	12
3.886804022	11.1990812	12
3.409339834	11.74712381	12
3.334067458	11.37440283	12
3.830820608	12.24573729	12
3.84799198	11.43308186	12
4.201730442	12.86332247	12
5.223962525	12.56897814	12
4.017900264	10.66752583	12
3.12565714	10.17517878	12
3.195008553	11.08780939	12
4.098518768	12.56926706	12
4.309075129	12.10213637	12
4.416769577	12.68037976	12
3.459365915	11.9440288	12
3.670749202	10.44043741	12
4.447972517	12.61863086	12
3.171783521	11.88622163	12
4.14955914	2.518796351	13
4.606432984	1.168883697	13
4.008549164	1.164138723	13
4.702765559	3.311576817	13
2.84393679	3.231807793	13
3.782927913	2.245469738	13
3.958088368	2.128390807	13
4.006182608	3.268538729	13
3.746445227	1.647124993	13
3.266920807	1.715227954	13
3.694176141	2.279990078	13
3.900591982	1.841034814	13
3.390255515	2.785578738	13
3.059749277	1.738180451	13
3.271594086	2.880594654	13
3.458641167	2.865043082	13
2.760745989	1.041563164	13
4.061841683	1.48034258	13
3.490332565	1.858117821	13
3.640064962	1.946276065	13
3.735633969	1.541350289	13
3.88153246	2.225206976	13
2.41007694	2.277710929	13
4.358671563	2.062450983	13
3.483729018	1.019397519	13
3.768678729	1.834402173	13
3.714728017	1.057976923	13
3.628736761	1.229504357	13
3.436657744	2.642817409	13
3.418106977	2.301999194	13
2.771731314	2.058820268	13
3.913350418	1.319109082	13
2.842566465	2.627518454	13
4.032816352	1.69801211	13
3.995023492	2.358102144	13
2.910741882	1.580219408	13
3.252414773	2.098492697	13
4.215099056	1.64687719	13
3.871960462	2.617574485	13
2.798843859	2.303484468	13
6.855523282	9.492889834	14
7.466403914	8.019878919	14
6.535899848	8.272656067	14
7.158918602	9.009434615	14
6.752752729	8.765053544	14
6.746200534	8.510206531	14
7.698695006	8.915533974	14
7.358327197	8.776573621	14
6.512067477	8.912926828	14
6.094798671	9.250356844	14
6.453016449	9.666825248	14
6.973354407	8.154426479	14
6.917799343	8.851779464	14
7.20266774	9.463620872	14
5.605054366	7.787506029	14
5.440477673	7.67319312	14
6.727699351	7.793711104	14
6.377848861	9.749653067	14
6.972235174	7.8532505	14
7.106327654	8.756279106	14
7.656377956	8.710931427	14
7.447926339	9.868743325	14
7.671411648	8.440914201	14
6.601182808	8.249900937	14
6.623943991	9.228229771	14
7.96153247	8.457306714	14
7.569806121	7.786809042	14
7.104217759	8.304832677	14
6.74824817	9.23021829	14
7.436278623	9.138636718	14
6.918351457	8.501290388	14
6.509326812	8.355201812	14
5.439676234	8.196908496	14
7.567908753	8.606462721	14
6.794172753	8.145494501	14
6.667102866	9.133931608	14
7.714563202	8.918285317	14
8.019244724	8.552233452	14
6.81540183	9.333346611	14
7.100377661	9.342410553	14
6.958566615	10.88146981	15
7.084548919	10.86502038	15
6.374788668	11.55658458	15
5.920602306	10.86862061	15
6.756859028	10.91552427	15
7.055343263	10.44584702	15
6.579146009	11.18368982	15
6.52356361	11.55066577	15
6.160119797	10.06211595	15
5.176680716	11.16044029	15
6.92203478	11.21339242	15
6.622317914	11.41828958	15
6.210226667	10.7299436	15
6.344178131	10.54687595	15
6.523519908	10.7901084	15
7.070232187	10.03820529	15
5.693495557	10.78783724	15
7.297668989	10.50721936	15
7.162938117	10.62414388	15
7.075712366	10.76033698	15
6.795176388	11.23563687	15
6.580575511	11.16836302	15
6.204962357	10.2564787	15
6.219201265	10.72717669	15
7.118078882	10.13581443	15
6.344610623	10.6630811	15
7.106360163	10.92368777	15
6.486431889	10.42800389	15
7.622569098	10.23709846	15
7.234311211	9.538667569	15
6.337650902	11.22183915	15
7.208126683	10.91973863	15
7.175200946	10.87972661	15
6.123647281	10.6269358	15
5.491999116	10.84856654	15
6.204774945	10.7615137	15
7.760993297	10.68578317	15
6.26413464	9.235025944	15
6.608682949	9.847539468	15
7.263540904	10.15521998	15
